contribution_date,new_date,id,energy_source,clean_cooking,title,mapper,contributor,purp_prob_sol_description),solution_link,sol_open_source,sol_Intellectual_Property,sol_replication_training,total_sol_unit_cost,prototype,product,product_availability,product_advance_order,solution_trl,solution_diffused,end-user_feedback,efficiency_benchmarks,bottlenecks,sdg_tag_1,sdg_tag_2,sdg_tag_3,sdg_tag_4,sdg_tag_5,thematic_tag_1,thematic_tag_2,thematic_tag_3,thematic_tag_4,thematic_tag_5,Latitude ,Longitude ,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,country,regional_bureau,trl_level,sol_type
Wed Mar 17 2021 15:38:35 GMT+0000 (Coordinated Universal Time),Wed Mar 17 2021 15:38:35,2849,Thermal,,Biogaz Production from Animal Waste,AccLab Cameroon,Contributor 76,"A young Cameroonian lady from the Far-North Region targets animal breeders, farmers and households as she produces biogaz. She collects animal waste such as beef dung, poultry manure and pig manure which is put into a biodigester for the production of biogaz. Animal waste introduced into the Bio-digester and converted into gaz. Left over product is used as biofertilizer by farmers for improved productivity. These mobile biodigesters are conceived to ease access for households who cannot afford to construct the static system in their homes. It is also easily accessible for lighting up animal farms and to keep them warm, particularly poultry





",,,,,,,,,,,,,,,7.0,12.0,,,,agriculture,biodigestion,re-use,soil fertility,waste management,10.6033083,14.3281625,file: img-92,file: img-93,file: img-94,file: img-95,file: img-96,,,,,Cameroon,rb_africa,,
Wed Mar 17 2021 13:39:25 GMT+0000 (Coordinated Universal Time),Wed Mar 17 2021 13:39:25,2848,Thermal,,Ecological Charcoal from household and Agricultural Waste,AccLab Cameroon,Contributor 77,"Dried plantain leaves, Jatropha shells, groundnut shells, dried straw leaves and fallen tree branches valorized to produce Ecological Charcoal. These leaves or dried mixture of waste is transformed in a Carbonizer. After carbonization, a binder is added to the powder waste which is transformed into different shapes (round or square) for cooking energy. Its pure vegetal content reduces the rate of carbon effects emitted in the atmosphere and does not produce smoke





",,,,,,,,,,,,,,,3.0,7.0,13.0,,,alternative energy,deforestation,informal employment,pollution reduction,solid waste management,10.6033083,14.3281625,file: img-144,file: img-145,file: img-146,file: img-147,,,,,,Cameroon,rb_africa,,
Wed Mar 17 2021 12:32:49 GMT+0000 (Coordinated Universal Time),Wed Mar 17 2021 12:32:49,2847,Solar,,Hybrid Fruit and Vegetable dryer functional with Sun or Gaz,AccLab Cameroon,Contributor 78,"A drying system for fruit and vegetables which conserves them in their natural form keeping it dry and can be consumed in seasons of lack. The sun is a healthy and renewable source of energy. Soukaina Bouba through this food conservation system intends to contribute to the food security in her community and limit food waste.

Dried Pineapples

The solar-only fruit and vegetable dryer. Insertion of pineapple into the dryer





",,,,,,,,,,,,,,,2.0,3.0,7.0,,,food preservation,food security,solar energy,,,10.6033083,14.3281625,file: img-329,file: img-330,file: img-331,,,,,,,Cameroon,rb_africa,,
,,2739,Solar,,"Un Litro de Luz , replica oficial",AccLab Colombia,Contributor 79,"Oferta de iluminacion de bajo costo para contextos remotos. El sistema se ha venido complementando hasta ofrecer postes de luz alimentados con energa solar y luz led con repetidores de wi-fi que extienden el alcance de puntos p√∫blicos de internet.
","https://unlitrodeluzcolombia.org/
Video explicativo:
https://www.youtube.com/watch?v=LrT38SmoC-4",,,,,,,,,,,,,,7.0,,,,,energy, Iluminacion, Internet,,,4.6533326,-74.083652,file: img-338,file: img-339,file: img-340,,,,,,,Colombia,rb_latin_america,,
,,2703,Thermal,,Egonatura - Estufa Ecoeficiente,AccLab Colombia,Contributor 80,"Estufa de lena que transforma el calor en energa luminica suficiente para prender hasta 10 lamparas y cargar celulares durante 3 horas.

Vnculos:
https://www.youtube.com/watch?v=ShLiHYgUOkE
https://www.facebook.com/MetalcofServices/","https://www.youtube.com/watch?v=ShLiHYgUOkE
https://www.facebook.com/MetalcofServices/",,,,,,,,,,,,,,9.0,,,,,energy,,,,,2.9263127,-75.289173,file: img-283,file: img-284,,,,,,,,Colombia,rb_latin_america,,
Tue Jul 14 2020 11:53:27 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 11:53:27,22,Household application,,Lemon Battery,AccLab Congo,Contributor 81,Lemon-based electric cell.,,,,,,,,,,,,,,,7.0,,,,,energy,,,,,-4.2738815,15.2758306,file: img-37,,,,,,,,,Congo,rb_africa,,
Tue Jul 14 2020 11:50:12 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 11:50:12,19,Thermal,,Coal stick,AccLab Congo,Contributor 82,Recycled coal based on coal centre and coconut residues.,,,,,,,,,,,,,,,7.0,,,,,energy,,,,,-4.2738815,15.2758306,file: img-64,,,,,,,,,Congo,rb_africa,,
Tue Jul 14 2020 11:52:39 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 11:52:39,21,Thermal,,Charcoal lamp with USB port,AccLab Congo,Contributor 83,Coal-fed electric lamp,,,,,,,,,,,,,,,7.0,,,,,energy,,,,,-4.2738815,15.2758306,file: img-195,,,,,,,,,Congo,rb_africa,,
Tue Jul 14 2020 11:54:33 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 11:54:33,23,Household application,,Cassava battery,AccLab Congo,Contributor 84,"Cassava-based electric battery.

",,,,,,,,,,,,,,,7.0,,,,,energy,,,,,-4.2738815,15.2758306,file: img-290,,,,,,,,,Congo,rb_africa,,
Tue Jul 14 2020 11:50:59 GMT+0000 (Coordinated Universal Time),Tue Jul 14 2020 11:50:59,20,Thermal,,Battery Plant,AccLab Congo,Contributor 85,Plant-based current generator.,,,,,,,,,,,,,,,7.0,,,,,energy,,,,,-4.2738815,15.2758306,file: img-443,,,,,,,,,Congo,rb_africa,,
Tue May 10 2022 14:30:49 GMT+0000 (Coordinated Universal Time),Tue May 10 2022 14:30:49,4654,Household application,x,"PachaManka, by Kayambi People",AccLab Ecuador,Contributor 86,"Over 500 years ago, indigenous peoples discovered that cooking inside the earth, with volcanic heated stones was much faster than cooking in pots. The technique consists in digging a hole in the earth, placing a bed of volcanic rocks, heating them with wood and placing food (meat wrapped in cabbage leaves, potatoes and other tubercules). Then, putting some water to create steam and covering the hole with cloths and earth again. Slow cooking to feed up to 200 people. The practice not only is eco-efficient, but a ritual to connect with earth and for community organizing as it is a collaborative practice.",https://www.youtube.com/embed/nSdX-pBuXEs,x,,,,,x,,,In practice,It¬¥s been in practice for 500 yeras.,https://www.vistazo.com/actualidad/nacional/tecnica-de-cocina-ancestral-andina-en-ecuador-convierte-la-tierra-en-un-KXVI191946 ,,,7.0,,,,,ancestral knowledge,,,,,0.3753621,-78.355681,file: img-280,,,,,,,,,Ecuador,rb_latin_america,9.0,product
Tue May 10 2022 20:09:26 GMT+0000 (Coordinated Universal Time),Tue May 10 2022 20:09:26,4660,Household application,x,Improved Rocket Stove,AccLab Ecuador,Contributor 87,"Reduce wood usage for cooking. This version improves the efficiency of these stoves by using a plate that supports the firewood, and occupies 2/3 of the height at the entrance of the elbow. It serves to ensure that the air enters and is not covered by the firewood. Air itself is an insulator, also gravel, pumice stone, or ash. The square elbow is covered around it with gravel, so that the heat does not go and to support the insulation we put the body of the kitchen of brick or stone, or clay and sand. The pot is on top. It is covered with a metal strap for heat to travel across its surface before being lost.",,x,,,,,x,,,,,,,,,,,,,,eco-efficient cooking,,,,-0.1626484,-78.460646,file: img-286,,,,,,,,,Ecuador,rb_latin_america,,product
Tue May 10 2022 20:41:30 GMT+0000 (Coordinated Universal Time),Tue May 10 2022 20:41:30,4662,Household application,,Pedaling washing machine,AccLab Ecuador,Contributor 88,"Offer appropiate technologies to communities with limited resources or who want to contribute to the environment. It is a washing machine that works by pedaling as a bike.
",,x,,x,,,x,,,,"It has been used in communities and yes there¬¥s potential feedback.
",,,,7.0,13.0,,,,clean energy,appropiate technology,,,,0.1265803,-76.757621,file: img-429,,,,,,,,,Ecuador,rb_latin_america,,product
Tue May 10 2022 21:26:10 GMT+0000 (Coordinated Universal Time),Tue May 10 2022 21:26:10,4664,Household application,,Bike-blender,AccLab Ecuador,Contributor 89,"Offer appropiate technology that does not depend on energy. This is a blender that works by pedaling.
",,,,,,,,,,,,,,,7.0,,,,,appropiate technology,,,,,0.1265803,-76.757621,file: img-30,,,,,,,,,Ecuador,rb_latin_america,,
Thu May 12 2022 13:15:00 GMT+0000 (Coordinated Universal Time),Thu May 12 2022 13:15:00,4694,Solar,,Photovoltaic Heater for Rural Houses,AccLab Ecuador,Contributor 90,"Communities from the Andes in Ecuador live in high levels, from 3,000 to 5,000 meters above sea level, where temperature is low and rural families have no access to heating. This low cost solar energy heater represents a possible solution for poor households. I has been developed as a research project in Escuela Politecnica Nacional.
",https://www.youtube.com/embed/4RHg_6M3V9Y,,,x,,x,,,,"Applied research (analytical studies and tests only at the laboratory level) Prototype in a simulated environment (Validation of a prototype, whether full-scale or not, that has the ability to function in conditions similar to its final application, corroborating the results obtained; but its operability is still at the laboratory or simulation level).","
",,"Information is provided in attachment.
",https://kc.humanitarianresponse.info/media/original?media_file=paulina_jimenez%2Fattachments%2F46b36dd13ffe42048e4f27ec39c7e211%2F53391f48-d65d-4332-82ec-e9ae89a252cd%2FTrabajo_UIC_Guanoluisa_Castillo-signed-19_51_49.pdf,7.0,,,,,,,,,,-0.2126055,-78.49045,file: img-473,,,,,,,,,Ecuador,rb_latin_america,4.0,prototype
Mon May 16 2022 18:45:58 GMT+0000 (Coordinated Universal Time),Mon May 16 2022 18:45:58,4765,Thermal,,Low Cost Tubular Biodigester,AccLab Ecuador,Contributor 91,"It was created for an area of agricultural production where producers normally throw all the waste from animals (pigs, chickens) into the nearest river causing water pollution and energy waste that we can extracted from these feces. The low cost biodigester can prevent pollution and at the same time generate energy for the farms or the home.",,x,,,,,x,,,,,,,,6.0,7.0,,,,biodigestion,,,,,-0.3039105,-79.227639,file: img-39,,,,,,,,,Ecuador,rb_latin_america,,product
Mon May 16 2022 19:04:28 GMT+0000 (Coordinated Universal Time),Mon May 16 2022 19:04:28,4767,Renewable general,,Energy Power EC,AccLab Ecuador,Contributor 92,"Energy Power EC seeks to break the usual way of obtaining clean energy, transforming any type of movement into electrical energy. So today, the idea of ‚Äã‚Äãcreating a country based on clean energy is no longer a dream. The main mechanism consists of a Motion-Cell that creates electrical energy, and this energy is stored in a Power-Box. Finally, it is distributed inside houses, parks or public spaces, only using a mobile application.""",,,,,,,,,,,,,,,,,,,,,,,,,0.4044874,-78.173323,file: img-490,,,,,,,,,Ecuador,rb_latin_america,,
Mon May 23 2022 16:12:09 GMT+0000 (Coordinated Universal Time),Mon May 23 2022 16:12:09,4811,Hydro,,Mini hydraulics to produce energy,AccLab Ecuador,Contributor 93,Supply the demand for energy in isolated places through the use of clean and renewable energy such as mini-hydraulics.,,,,,,x,,,,"Tested at laboratory context
",,,,,,,,,,,,,,,-0.2126055,-78.49045,file: img-123,,,,,,,,,Ecuador,rb_latin_america,4.0,prototype
Mon May 23 2022 16:46:43 GMT+0000 (Coordinated Universal Time),Mon May 23 2022 16:46:43,4816,Household application,,Smart Energy Meter,AccLab Ecuador,Contributor 94,Improve energy saving habits in consumers through didactic and friendly information provided by a residential smart electric meter,,,,,,,x,,,,,,,,7.0,12.0,,,,behavioral change,,,,,-0.1626484,-78.460646,file: img-55,,,,,,,,,Ecuador,rb_latin_america,,product
Tue May 31 2022 17:27:39 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 17:27:39,4950,Solar ,,Solar energy in the Amazon,AccLab Ecuador,Contributor 95,"Remote indigenous communities in the Amazon, only accessible by long winding canoe trips or propeller-plane flights onto dirt runways, are the strongholds of Kofan, Siona, Secoya and Waorani traditional way of life; hunting and fishing for their daily protein, cultivating yucca and plantain, weaving baskets out of palm fibers. Yet, many of these remote communities now find themselves on the frontlines of the expanding extractive frontier, as seismic testing for oil wells and pipeline projects move deeper and deeper into the jungle. To access to nonexistent electricity services, solar system developed by ""Love for Life"", have been implemented in 16 remote communities. The photovoltaic (PV) cells of the solar panels absorb sunlight and convert the energy from the sun into direct current (DC) electricity to charge the batteries. This DC electricity is fed to the batteries via a solar charge controller which ensures the batteries are charged most efficiently and not damaged. The charge controller constantly controls and manages the energy flow in the solar electric system. It regulates the state of charge of the batteries and the intensity of the charge. It protects the batteries from overcharge and deep discharge. DC appliances like 12 V LED-lights, cellphone or radio are powered directly from the charge controller which during daylight takes the energy directly from the PV panels and at night from the stored energy in the batteries. The inverter converts lower voltage DC electricity (12V) generated by the solar panels and stored in the batteries into higher voltage alternating current (AC) to power appliances that run with 120 V like electrical power tools, computer, television, etc. The big solar system has an additional device called battery protect that protects the battery from deep discharge, ensuring the longevity of the batteries. It works as a switch that turns off all the loads. The battery protect also communicates with the battery monitor and performs the function according to the information of the battery monitor. The battery monitor works together with a measurement device called Shunt that collects and transmits all the data about the system and sends it to the battery monitor.
",,,,,,,x,,,,,,,,7.0,11.0,,,,solar energy,,,,,-0.78618,-76.480318,file: img-29,,,,,,,,,Ecuador,rb_latin_america,,product
Tue May 31 2022 19:21:47 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 19:21:47,4951,Renewable general,,Ecocinema,AccLab Ecuador,Contributor 96,To produce cinema to impact societies positively and screen movies fed by solar energy. Currently Ecuador is holding a 100% solar energy based cinema screening (show).,,,x,x,,,x,x,,,,,,,7.0,12.0,,,,creative economy,,,,,-2.2270098,-80.857695,file: img-43,,,,,,,,,Ecuador,rb_latin_america,,product
Tue May 31 2022 19:49:04 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 19:49:04,4952,Household application,,Rice straw insulating,AccLab Ecuador,Contributor 97,"In Ecuador, as in other parts of the world, once the harvest is done, the rice straw is left in the field and weeks later, when it is dry, it is burned, causing high CO2 emissions. It is a problem for the farmers, neighbors when the burning is carried out, for the environment and society. Rice staw is a good insulating and Yes Innovation explored the fibers for bioconstruction, creating panels for construction. Like all natural fibers, they have a positive behavior against humidity, they receive it and evacuate it easily, which glass wool does not support. Also, this biomaterial is resistant to fungi and small animals, because it is a fiber that has a lot of silicon, it is very hard, so it is not very pleasant for small mice or for fungi. In addition to this, compaction means that it does not catch fire quickly. It is like wood, which takes a long time to burn, and finally, it is recycable.",https://www.yes-innovation.com/?pgid=kblvi5hg-e54a693d-1f1f-44dc-80bb-49d6935a9699,,x,x,,,x,x,,,"They ranked 21st among the 500 best in the Green Latin America Awards 2019 and, in addition, the Roi Baudouin Foundation of Belgium agreed to support the project and will finance a good part of the development. Also, they won the environmental distinction of the municipality of Quito last year.",,,,7.0,12.0,,,,bioconstruction,,,,,-1.9200069,-79.912931,file: img-486,,,,,,,,,Ecuador,rb_latin_america,,product
Tue Jun 07 2022 15:25:14 GMT+0000 (Coordinated Universal Time),Tue Jun 07 2022 15:25:14,5026,Household application,x,Eco-efficient stove,AccLab Ecuador,Contributor 98,"The objective of this project is to combine efforts to coordinate, cooperate, and articulate joint actions to promote the conservation of 743 hectares of native forests through the delivery of environmental incentives (eco_efficient kitchens) to the owners of these conservation areas. Targeted to the communities of San Pedro de Piartal, Las Lajas and El Rosal.",,x,,,,,x,,,,,,,,,,,,,,,,,,0.5684335,-77.808782,file: img-566,,,,,,,,,Ecuador,rb_latin_america,,product
Tue Jun 07 2022 15:35:08 GMT+0000 (Coordinated Universal Time),Tue Jun 07 2022 15:35:08,5027,Thermal,,Biodigesters,AccLab Ecuador,Contributor 99,"Community managed biodigesters enable the generation of Bio gas and bio fertilizer, which saves economic resources and generates an autonomous source of these resources, allows a reduction in pollution caused by the large amount of waste (manure), and reduces bad odors.

",,x,,,,,x,,,,,,,,,,,,,,,,,,0.2702852,-78.589894,file: img-117,,,,,,,,,Ecuador,rb_latin_america,,product
Tue Jun 07 2022 15:46:44 GMT+0000 (Coordinated Universal Time),Tue Jun 07 2022 15:46:44,5028,Household application,x,Eco-efficient cooking and heating,AccLab Ecuador,Contributor 100,"This project involves construction of kitchens, ovens, chimneys, rocket stoves, barbecues, reservoir construction work, soil management, preparation of organic fertilizers, construction of sheds for guinea pigs, chickens, etc. It is a small entrepeneurship that has a positive impact in communities, as they provide training in the construction of these products.",,,,,,,,,,,,,,,7.0,11.0,,,,eco-efficient cooking,,,,,-3.0524451,-79.239514,file: img-371,,,,,,,,,Ecuador,rb_latin_america,,
Mon Jun 13 2022 21:59:59 GMT+0000 (Coordinated Universal Time),Mon Jun 13 2022 21:59:59,5179,Solar,,Litro de Luz- Ecuador,AccLab Ecuador,Contributor 101,"There are vulnerable communities that lack public lighting, which causes problems such as insecurity, lack of community social cohesion, theft of animals, among others. By implementing light poles that work with solar energy, access routes to communities and recreational places such as parks, schools, community houses are illuminated. This initiative also brings internet to communities, and the solution is being explored.
",https://www.linkedin.com/posts/cervecerianacional_startup-sostenibilidad-cerveceraedanacional-activity-6924794728668381184-VbrV?utm_source=linkedin_share&amp;amp;utm_medium=member_desktop_web,,,,Improve led light so that it has a greater scope of spectrum and illumination,,x,,,,,,,,,,,,,,,,,,-0.1626484,-78.460646,file: img-523,,,,,,,,,Ecuador,rb_latin_america,,product
Thu Sep 17 2020 14:12:48 GMT+0000 (Coordinated Universal Time),Thu Sep 17 2020 14:12:48,474,Thermal,,Biogas from waste,AccLab Ecuador,Contributor 102,Biogas produced with waste from city´s dump. Municipal enterprise has two biogas plants. This solution is partially sustainable: Energy is renewable but highly polluting as methane gas produces more air pollution than carbon dioxide,,,,,,,,,,,,,,,1.0,10.0,11.0,13.0,,waste management,,,,,-0.3464105,-78.530273,,,,,,,,,,Ecuador,rb_latin_america,,
Thu Sep 17 2020 18:14:15 GMT+0000 (Coordinated Universal Time),Thu Sep 17 2020 18:14:15,781,Solar,,Solar energy brought to rural areas,AccLab Ecuador,Contributor 103,"A traves de un emprendimiento social dedicado a la venta de implementos (como cordones de gafas) obtienen financimiento para llevar luz a los lugares de difcil acceso de Ecuador donde no cuentan con servicios basicos. 

			


			",,,,,,,,,,,,,,,7.0,10.0,,,,access to basic services,rurality,,,,-0.3529336,-78.663483,file: img-6,,,,,,,,,Ecuador,rb_latin_america,,
Thu Sep 17 2020 16:10:28 GMT+0000 (Coordinated Universal Time),Thu Sep 17 2020 16:10:28,776,Solar,,Solar Power River Transportation,AccLab Ecuador,Contributor 104,"Kara Solar is a solar-powered river transportation, energy, and community enterprise initiative in the Ecuadorian Amazon. Since 2012, a team of engineers, designers, and entrepreneurs, together with Achuar community members and leaders, have been working together on this. 

",,,,,,,,,,,,,,,10.0,11.0,,,,social justice,technology,transportation,rurality,,-2.701635,-77.167969,file: img-406,,,,,,,,,Ecuador,rb_latin_america,,
Fri Sep 18 2020 14:41:07 GMT+0000 (Coordinated Universal Time),Fri Sep 18 2020 14:41:07,990,Thermal,,Bioethanol from agricultural waste,AccLab Ecuador,Contributor 105,"Finalist in Post-covid hackathon organized by Impaqto and sponsored by UNDP, CIESPAL. Generation of 70% bioethanol from agricultural waste to generate income for industries such as floriculture, which this year exported 17,000 tons of roses and will also represent an extra income for agricultural producers of cane, cocoa, coffee and also in the lumber industry where sawdust is produced.


			

",,,,,,,,,,,,,,,13.0,,,,,renewable energy,,,,,-0.2856433,-78.684082,,,,,,,,,,Ecuador,rb_latin_america,,
Tue Mar 29 2022 22:34:43 GMT+0000 (Coordinated Universal Time),Tue Mar 29 2022 22:34:43,4353,Chemical,,Tagaddod,AccLab Egypt,Contributor 106,"Collects and exports used cooking oil (UCO) for biofuel.This type of waste can be found in every household. However, there isn't enough UCO to cater to the high global demand, cofounder Tagaddod Nour El Assal says. This shortfall is not due to the lack of people's love for a juicy piece of fried chicken, but rather because of the lack of a sufficient mechanism to collect UCO from factories, retailers, and households. To solve that gap, Tagaddod built Green Pan, an app that allows households to schedule UCO pickups and another one for hotels, restaurants and cafes or Horecas for short. The company then exports the UCO to refineries abroad, where it turns into biofuel and hydrogenated vegetable oil basically the new version of biofuel, from which other types of fuel (jet fuel, diesel, gasoline etc.) can be extracted.


Households and restaurants have certain perks in mind when using Tagaddod.One of the perks of using Tagaddod as a multi-branch restaurant, for instance, is that it helps track each food outlet's consumption of oil, providing inventory and operational data that is otherwise hard to come by. As a household, every liter of UCO handed to Tagaddod translates into incentives and small gifts.
",https://www.tagaddod.com/,,x,,,,,,,The start up has been running for almost 5 years,"Tagaddod collects UCO from 2k businesses and 40k households, saving approximately 2k tons of emissions a month.The company is targeting reaching a roster of 1 mn households in 2024 and expanding into Africa in the near future.",,,,7.0,12.0,,,,cooking oil,sustainability strategy,waste management,biofuel,,30.0443879,31.2357257,file: img-594,,,,,,,,,Egypt,rb_arab_states,9.0,
Tue Mar 29 2022 22:47:08 GMT+0000 (Coordinated Universal Time),Tue Mar 29 2022 22:47:08,4354,Solar,,Shamsina,AccLab Egypt,Contributor 107,"Shamsina designs, manufactures and delivers affordable, locally-made solar water heaters for all Egyptians, from energy poor communities to energy-conscious consumers. Our local production process helps revive industry and strengthens local know-how. Through a cross-subsidy model, Shamsina makes reliable solar water heaters widely accessible, reaching every corner of the country and especially those who struggle most. Shamsina's grid-free model transforms the way we secure energy by decentralizing access and freeing users from monthly bills. Every step of our process is eco-friendly and socially-centered.",https://www.facebook.com/shamsina.solar/,x,,x,2500 EGP,x,,,,,,,,,7.0,,,,,solar energy,solar water heater,,,,30.0443879,31.2357257,file: img-500,,,,,,,,,Egypt,rb_arab_states,,prototype
Tue Mar 29 2022 23:04:59 GMT+0000 (Coordinated Universal Time),Tue Mar 29 2022 23:04:59,4355,Solar,,LifeBox,AccLab Egypt,Contributor 108,"LifeBox, an alternative solution of sustainable decentralized infra-structure that provides both clean energy and safe water from solar power at a reasonable price empowering farming and tourism business in less-served communities. LifeBox is a solar-powered, all-in-one, self-contained and fast-deployable unit made of reused or recycled shipping containers delivering clean electricity, purified or desalinated water. It acts as a green decentralized mobile infra-structure that's scalable.",https://climatelaunchpad.org/finalists/lifebox/,,x,x,450 euros per month (36 months),x,,,x,,"NoorNation developed, manufactured and delivered its first LifeBox contract to a farm in Ismailia. LifeBoxPVP60 provided a total of 64kW of solar power and feed solar clean electricity to a 60Hp submersible pump for irrigation.",,,,6.0,7.0,,,,clean water,solar energy,,,,30.0443879,31.2357257,file: img-188,,,,,,,,,Egypt,rb_arab_states,,prototype
Thu Apr 07 2022 12:41:30 GMT+0000 (Coordinated Universal Time),Thu Apr 07 2022 12:41:30,4385,Solar,,SunCity (solar pump),AccLab Egypt,Contributor 109,Mobile solar irrigation pump for small holder farmers,https://www.inclusivebusiness.net/ib-voices/mobile-solar-pump-small-farmers-egypt-want-cant-yet-get,,,x,45000EGP,,x,,x,Tested product,"After we finished developing the product and had a good performance, we started to do some marketing, like demonstrations and roadshows, to let farmers get to know it. Farmers are very sceptical when it comes to adopting a new product that they have never seen or tried before. Most farmers depend on a referral when it comes to buying or trying something new. We thought we had to go to the market and let farmers see the product working on the ground. This is what happened for several months. At the same time, we gave some farmers that we knew well the chance to try the product for free for a short period. The performance exceeded their expectations; they were very satisfied with the performance and the feasibility of the product.",,,,7.0,,,,,irrigation,solar energy,,,,30.0443879,31.2357257,file: img-163,file: img-164,,,,,,,,Egypt,rb_arab_states,8.0,product
Wed Apr 13 2022 13:48:43 GMT+0000 (Coordinated Universal Time),Wed Apr 13 2022 13:48:43,4511,Renewable general,,100% renewable energy university,AccLab Egypt,Contributor 110,"Heliopolis University for Sustainable Development (HU)became the first university in Egypt that operates on 100% renewable energy.The project, which is currently in the observation phase, consists of two solar stations powering the university; one in the Faculty of Pharmacy and the other in the headquarters building, covering 124 kilowatts.",https://www.sekem.com/en/heliopolis-university-operates-on-100-renewable-energies/,x,,x,,,,,,,Solar panels have been diffusing in the country but this is the first university in Egypt to run on 100% renewable energy,,,,4.0,7.0,,,,renewable energy,,,,,30.0443879,31.2357257,file: img-122,,,,,,,,,Egypt,rb_arab_states,,
Wed May 04 2022 08:35:02 GMT+0000 (Coordinated Universal Time),Wed May 04 2022 08:35:02,4593,Solar,,Manual sun tracking for PV,AccLab Egypt,Contributor 111,"In case of the fixed stationary PV systems, we can't reach to the appropriate functionality at the early morning, and the afternoon time, unless we increase the sizing of the system. (Oversizing design). Solution: A PV system with a manual sun tracking mechanism was done to increase the generated power specially in the winter season.

The manual tracker consists of a metal frame where the PV is attachedto and the farmer can manually move the frame to the direction of the sun throughout the day",,,,,,,,,,,,,,,,,,,,,,,,,28.3430649,28.8116455,file: img-552,,,,,,,,,Egypt,rb_arab_states,,
Sun Oct 11 2020 11:39:53 GMT+0000 (Coordinated Universal Time),Sun Oct 11 2020 11:39:53,1780,Household application,,Portable Lighting,AccLab Egypt,Contributor 112,"The camp located in Ras Mohamed Nature Reserve in Egypt used a DIY lighting solution that helped guests staying at the camp to have some light at night while dinner is served. 

The lighting unit used both repurposed materials like the plastic bottles used to get drinking water to the camp, natural material like sand found everywhere in the reserve to add weight to the unit, and an energy source the rechargeable led lamp. The end result is a lightweight portable lighting unit that can be easily moved around the camp and provide enough lighting to carry out minor tasks.

",,,,,,,,,,,,,,,7.0,12.0,,,,recycling,single use plastic,tourism,,,27.7576842,34.4895172,file: img-154,,,,,,,,,Egypt,rb_arab_states,,
Mon May 16 2022 08:49:00 GMT+0000 (Coordinated Universal Time),Mon May 16 2022 08:49:00,4734,Thermal,,Biogas Energy Solution,AccLab Eswatini,Contributor 113,This is a biogas energy solution that uses cow dung to produce gas for cooking.,,x,,x,the costs can range between $1000 and $1200,,x,,x,It is currently at testing phase and has been used by the user for about 5 years now with success,"So far the solution has so far been by one homestead, but the plan was to diffuse it to one other community when COVID 19 hit and all plans were halted. The solution has received positive feedback from the user as she has been using it consistently for the past 5 years. it has reduced the need for her to collect fuel wood as she lives alone and can nolonger walk long distances.",,"No calculations to estimate this have been undertaken. However, 75% of Swazis in rural areas are dependent of wood energy for cooking, and this technology, if widely diffused, can result in major reduction in the dependence on wood fuel use. the costs saved would not only be in monetary terms but would have to take into account the time savings for women, who often have to walk long distances and spend hours collecting this energy source.","The are no known cross border bottlenecks that can affect the diffusion of this solution. However, locally, one organisation (The Renewable Energy Association of Eswatini) that has tried to pilot the solution on a larger scale has reported some challenges in doing so. These include",,,,,,clean cooking,reducing gender inequalities,sustainable energy,,,-26.319837,31.136745,file: img-446,file: img-447,,,,,,,,Eswatini,rb_africa,8.0,product
Mon May 16 2022 12:55:22 GMT+0000 (Coordinated Universal Time),Mon May 16 2022 12:55:22,4743,Renewable general,,The Renewable Energy Association of Eswatini and Manzini City Council,AccLab Eswatini,Contributor 114,"To reduce the amount of wood used for cooking in large institutions such as schools and neighborhood care points. Although this solution was found being implemented by the above institutions, it was first pioneered in the country by some of REASWA's member organisations, including New Dawn Engineering.",,x,,x,approximately $500,x,,,x,This solutions has been in use since the early 2000s and has been tested widely,It has been widely deployed in a number of schools and neighborhood care points in the country,https://www.newdawnengineering.com/website/stove/singlestove/lion,,,7.0,11.0,13.0,,,energy efficiency,,,,,-26.495871,31.3695887,file: img-283,,,,,,,,,Eswatini,rb_africa,9.0,prototype
